"species","latitud","longitd","site_nm","precisn","rcrdng_","smplng_","isltn_p","substrt","dss_sym","id_mthd","country","year","prmss_t","host","habitat","nrsry_E","nursery","forest","agrcltr","grdn_mn","pnt_f_n","refernc","contact","athrshp","folder"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.88957069,-4.96701708,"Innellan, Dunoon","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.45455999,-5.686336042,"Torosay Castle, Craignure, Mull","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.45455999,-5.686336042,"Torosay Castle, Craignure, Mull","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83164325,-4.267894153,"Queens Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2013,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.45455999,-5.686336042,"Torosay Castle, Craignure, Mull","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Pieris sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.43706685,-4.627795377,"Rozelle Country Park, Ayr","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06542187,-4.450297911,"Balfroning House, Drymen","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06542187,-4.450297911,"Balfroning House, Drymen","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06542187,-4.450297911,"Balfroning House, Drymen","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.11501104,-3.935490692,"Wellgreen roundabout, Stirling","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"L","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.11678171,-3.937188164,"Greenyards roundabout, Stirling","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"L","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06542187,-4.450297911,"Balfroning House, Drymen","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.06542187,-4.450297911,"Balfroning House, Drymen","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.21022531,-3.145406787,"Balbirnie Park, Glenrothes","10000",NA,NA,NA,NA,NA,NA,"Scotland",2014,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83164325,-4.267894153,"Queens Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83090126,-4.307772195,"Pollok Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.45455999,-5.686336042,"Torosay Castle, Craignure, Mull","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.45455999,-5.686336042,"Torosay Castle, Craignure, Mull","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.79570861,-4.315261881,"Roukenglen Country Park, East Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.46285948,-5.295764773,"Ardchattan Priory, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Viburnum plicatum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.02172868,-4.773316971,"Auchengare, Rhu, Helensburgh","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2015,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.20087851,-3.183812284,"Riverside Park, Glenrothes, Fife","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83164325,-4.267894153,"Queens Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.83164325,-4.267894153,"Queens Park, Glasgow","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.25048736,-4.948074591,"Ardkinglas Woodland Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",54.74176212,-4.958594294,"Logan Botanic Garden, Galloway","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.46285948,-5.295764773,"Ardchattan Priory, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.02755555,-4.985627606,"Benmore Bot. Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.02755555,-4.985627606,"Benmore Bot. Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",56.02755555,-4.985627606,"Benmore Bot. Garden, Argyll","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. sp.",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.77117997,-4.841597359,"Kelburn Castle, Ayrshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
"Phytophthora ramorum",55.9170444,-4.869874192,"Ardgowan Estate, Inverkip, Renfrewshire","10000",NA,NA,NA,NA,NA,NA,"Scotland",2016,"PG","Rhod. ponticum",NA,"Wider Environment",0,0,0,1,0,"SASA","Alexandra.Schlenzig@sasa.gov.scot","yes","P:/NEC05617_PHYTOTHREATS/Data/UK_occurrence/SASA_ASchlenzig"
